	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ENSDARG00000018478	0	2.61714736684506	0.707	0.056	0	14	ENSDARG00000018478
ENSDARG00000090286	0	2.6122083401448	0.702	0.056	0	14	ENSDARG00000090286
ENSDARG00000090850	0	2.60471621550457	0.689	0.063	0	14	ENSDARG00000090850
ENSDARG00000090722	0	2.42650999893348	0.559	0.035	0	14	ENSDARG00000090722
ENSDARG00000093774	0	2.40536214044827	0.57	0.037	0	14	ENSDARG00000093774
ENSDARG00000007024	0	2.39642430677567	0.522	0.029	0	14	ENSDARG00000007024
ENSDARG00000041569	0	2.39439776457674	0.689	0.067	0	14	ENSDARG00000041569
ENSDARG00000040298.1	0	2.28538545004974	0.641	0.084	0	14	ENSDARG00000040298
ENSDARG00000042010	0	2.22991726089153	0.522	0.048	0	14	ENSDARG00000042010
ENSDARG00000018351	0	2.2205415107179	0.475	0.027	0	14	ENSDARG00000018351
ENSDARG00000102456	0	2.20777136055232	0.443	0.027	0	14	ENSDARG00000102456
ENSDARG00000029230	0	2.13457183657587	0.512	0.054	0	14	ENSDARG00000029230
ENSDARG00000037281	0	2.11776291194192	0.472	0.044	0	14	ENSDARG00000037281
ENSDARG00000037191	0	2.07974225748608	0.488	0.036	0	14	ENSDARG00000037191
ENSDARG00000089310	0	2.01919396635693	0.438	0.03	0	14	ENSDARG00000089310
ENSDARG00000019986	0	1.95562942558586	0.409	0.028	0	14	ENSDARG00000019986
ENSDARG00000095807	0	1.95143494722971	0.43	0.029	0	14	ENSDARG00000095807
ENSDARG00000004296	2.36667151655395e-286	1.73367859447944	0.377	0.03	5.19934065471737e-282	14	ENSDARG00000004296
ENSDARG00000038439.7	9.05887105705806e-272	3.04742334363413	0.976	0.39	1.99014338252508e-267	14	ENSDARG00000038439
ENSDARG00000020364.1	9.8376719855134e-271	2.01216399078378	0.507	0.06	2.16123815849744e-266	14	ENSDARG00000020364
ENSDARG00000038199	7.56543278899141e-269	1.85026274058924	0.375	0.032	1.66204992941352e-264	14	ENSDARG00000038199
ENSDARG00000101324.10	3.99491985592555e-267	3.34745090311131	0.992	0.448	8.77643943148284e-263	14	ENSDARG00000101324
ENSDARG00000052099	1.2423697716125e-253	1.66961892208003	0.301	0.021	2.7293621512555e-249	14	ENSDARG00000052099
ENSDARG00000008969	7.99095132959261e-251	1.82999004566478	0.354	0.03	1.7555320975982e-246	14	ENSDARG00000008969
ENSDARG00000079589	4.66937857644097e-246	1.64992334288125	0.23	0.012	1.02581577945832e-241	14	ENSDARG00000079589
ENSDARG00000042684	1.11714213104494e-234	1.59284589660126	0.285	0.02	2.45424954769263e-230	14	ENSDARG00000042684
ENSDARG00000015866.11	1.90528769906984e-233	2.93143109813043	0.987	0.572	4.18572654608652e-229	14	ENSDARG00000015866
ENSDARG00000023151.7	1.03974534465957e-225	1.68513269807933	0.652	0.118	2.28421654768261e-221	14	ENSDARG00000023151
ENSDARG00000100406	2.16873893887439e-224	1.70317818585626	0.338	0.03	4.76450257481314e-220	14	ENSDARG00000100406
ENSDARG00000092155.1	4.83473507137798e-220	1.77631095668969	0.475	0.063	1.06214294783103e-215	14	ENSDARG00000092155
ENSDARG00000024160	2.27673523106026e-218	1.61312715334344	0.259	0.018	5.00175962911629e-214	14	ENSDARG00000024160
ENSDARG00000068478.1	4.51076356858929e-192	2.09256164397055	0.633	0.14	9.90969648383381e-188	14	ENSDARG00000068478
ENSDARG00000016319	2.34091663975001e-186	1.54348129787211	0.285	0.026	5.1427597658668e-182	14	ENSDARG00000016319
ENSDARG00000036833	8.16931229713454e-181	1.57805072229905	0.224	0.016	1.79471621855749e-176	14	ENSDARG00000036833
ENSDARG00000076043	2.04141198163295e-180	1.57366805869625	0.208	0.014	4.48477798244943e-176	14	ENSDARG00000076043
ENSDARG00000056498	5.21962911394626e-178	1.9764514619823	0.38	0.05	1.14670032004285e-173	14	ENSDARG00000056498
ENSDARG00000070844.2	8.33559868564467e-174	2.09881456488449	0.773	0.26	1.83124767524928e-169	14	ENSDARG00000070844
ENSDARG00000053684.7	2.13298657260535e-166	2.12249786682119	0.865	0.411	4.68595820135669e-162	14	ENSDARG00000053684
ENSDARG00000071429	3.62937043191827e-166	1.34376983626863	0.216	0.017	7.97336390188124e-162	14	ENSDARG00000071429
ENSDARG00000043457.9	1.00726907721768e-160	1.82968037244295	0.792	0.282	2.21286943573952e-156	14	ENSDARG00000043457
ENSDARG00000023176	4.32925886868745e-156	1.38592367694817	0.222	0.019	9.51094880861947e-152	14	ENSDARG00000023176
ENSDARG00000079727	1.27260832918609e-153	1.44853432240538	0.232	0.021	2.79579323838892e-149	14	ENSDARG00000079727
ENSDARG00000095863.1	2.04937816107078e-149	1.69159309432938	0.43	0.074	4.50227888205639e-145	14	ENSDARG00000095863
ENSDARG00000023111	1.06801078372103e-148	1.25223900599505	0.208	0.017	2.34631289075672e-144	14	ENSDARG00000023111
ENSDARG00000035882.1	2.43854168649457e-133	1.77082558582742	0.414	0.078	5.35723223105992e-129	14	ENSDARG00000035882
ENSDARG00000104172	3.16278236750257e-130	1.67008361289531	0.338	0.052	6.9483165831664e-126	14	ENSDARG00000104172
ENSDARG00000036041	4.15613848018676e-129	1.31052533049048	0.206	0.019	9.13062062712229e-125	14	ENSDARG00000036041
ENSDARG00000055278	5.46130859556509e-127	1.37038556374535	0.195	0.018	1.19979488535969e-122	14	ENSDARG00000055278
ENSDARG00000086654	3.31620838672149e-123	1.45412780519051	0.187	0.017	7.28537820478844e-119	14	ENSDARG00000086654
ENSDARG00000042613	9.68743366686622e-121	1.4866247191798	0.216	0.023	2.12823230227384e-116	14	ENSDARG00000042613
ENSDARG00000076448	7.5551610284646e-115	1.13525698061286	0.177	0.016	1.65979332634339e-110	14	ENSDARG00000076448
ENSDARG00000020741	1.20064795160272e-114	1.38732111622052	0.232	0.028	2.63770348487602e-110	14	ENSDARG00000020741
ENSDARG00000079544	8.14865468896319e-113	1.3066111578089	0.219	0.025	1.79017794861832e-108	14	ENSDARG00000079544
ENSDARG00000013430.5	1.43299929671001e-111	1.69406231841508	0.734	0.328	3.14815615494222e-107	14	ENSDARG00000013430
ENSDARG00000019492	2.31404913245042e-110	1.14495797579808	0.161	0.014	5.08373453908034e-106	14	ENSDARG00000019492
ENSDARG00000013522.1	4.1101741426212e-109	1.50400183482899	0.433	0.096	9.02964157392451e-105	14	ENSDARG00000013522
ENSDARG00000040781	5.42159044642729e-108	1.04866695485455	0.145	0.012	1.19106920517561e-103	14	ENSDARG00000040781
ENSDARG00000010312	4.05980883607123e-107	1.20434167017134	0.198	0.022	8.91899403196489e-103	14	ENSDARG00000010312
ENSDARG00000012194	2.10655893757568e-106	1.5088478566043	0.303	0.051	4.62789932996001e-102	14	ENSDARG00000012194
ENSDARG00000041595	4.16199891815349e-104	1.20033593606736	0.174	0.017	9.14349542329139e-100	14	ENSDARG00000041595
ENSDARG00000087143	2.48790999682602e-100	1.30342131493612	0.14	0.012	5.46568947202708e-96	14	ENSDARG00000087143
ENSDARG00000061383	2.94025649277097e-98	1.18210521243088	0.187	0.021	6.45944948896854e-94	14	ENSDARG00000061383
ENSDARG00000099351.1	1.21851786387055e-90	1.43707802063605	0.359	0.079	2.6769618951372e-86	14	ENSDARG00000099351
ENSDARG00000022372	1.1313915349563e-89	1.11360172993606	0.185	0.022	2.48555406314551e-85	14	ENSDARG00000022372
ENSDARG00000069630.2	3.73171519173854e-89	1.49219541617044	0.42	0.107	8.19820510473041e-85	14	ENSDARG00000069630
ENSDARG00000036239	4.12086374765867e-85	1.51217504940739	0.322	0.068	9.05312556723133e-81	14	ENSDARG00000036239
ENSDARG00000013721.1	7.44115987468258e-85	1.24122473170017	0.243	0.039	1.63474841286902e-80	14	ENSDARG00000013721
ENSDARG00000002986	2.46125502988545e-83	1.12915653033447	0.187	0.025	5.40713117515534e-79	14	ENSDARG00000002986
ENSDARG00000041645	7.52931970507929e-79	1.01027687538308	0.156	0.018	1.65411624600887e-74	14	ENSDARG00000041645
ENSDARG00000039605	2.00380539654258e-77	1.57004392350933	0.296	0.064	4.40216007566439e-73	14	ENSDARG00000039605
ENSDARG00000104329	3.88744274288359e-77	1.0604490760651	0.153	0.018	8.54032296184095e-73	14	ENSDARG00000104329
ENSDARG00000011521	1.43166509287777e-74	1.04076002739346	0.137	0.015	3.14522504254317e-70	14	ENSDARG00000011521
ENSDARG00000102175.1	2.4582674100714e-70	1.06080121699392	0.335	0.083	5.40056767318586e-66	14	ENSDARG00000102175
ENSDARG00000099970.1	2.0753401110887e-69	-1.00710586984291	0.989	0.998	4.55931469005076e-65	14	ENSDARG00000099970
ENSDARG00000012694	8.36116914088574e-69	1.26862194176902	0.195	0.031	1.83686524856119e-64	14	ENSDARG00000012694
ENSDARG00000043180	1.0305908664442e-67	1.27570373535477	0.214	0.038	2.26410507449127e-63	14	ENSDARG00000043180
ENSDARG00000100442	2.55286633976476e-65	1.08033066177985	0.137	0.017	5.6083920618292e-61	14	ENSDARG00000100442
ENSDARG00000033227	3.60449744450783e-60	2.07060071534011	0.285	0.071	7.91872043583925e-56	14	ENSDARG00000033227
ENSDARG00000069752	1.47405543396944e-56	1.36613640557673	0.277	0.072	3.23835238288746e-52	14	ENSDARG00000069752
ENSDARG00000078619.2	3.67657324458974e-55	1.32541585950556	0.406	0.145	8.0770637610392e-51	14	ENSDARG00000078619
ENSDARG00000042428	5.73385948290628e-52	1.34395050044394	0.293	0.085	1.25967158979968e-47	14	ENSDARG00000042428
ENSDARG00000021172	3.36802576587521e-50	1.30056308409437	0.269	0.072	7.39921580505126e-46	14	ENSDARG00000021172
ENSDARG00000039007.2	2.03291601105804e-49	1.29187122055041	0.483	0.221	4.46611318469342e-45	14	ENSDARG00000039007
ENSDARG00000076386.1	2.11144187865635e-46	1.07665531191613	0.266	0.075	4.63862666322013e-42	14	ENSDARG00000076386
ENSDARG00000005191	4.09520650545257e-45	1.39978561144925	0.507	0.268	8.99675917182875e-41	14	ENSDARG00000005191
ENSDARG00000103785	4.64935708744203e-43	1.01507133723112	0.14	0.025	1.02141725854014e-38	14	ENSDARG00000103785
ENSDARG00000043279	5.10534741734956e-41	1.06035459065219	0.174	0.039	1.12159377411753e-36	14	ENSDARG00000043279
ENSDARG00000003523	1.61564740804497e-40	1.31629574309685	0.121	0.021	3.549415790734e-36	14	ENSDARG00000003523
ENSDARG00000105187	9.68685920855981e-32	1.11739122441493	0.172	0.046	2.1281060995285e-27	14	ENSDARG00000105187
ENSDARG00000044914	4.56214435124975e-31	1.17109888635147	0.219	0.072	1.00225749252606e-26	14	ENSDARG00000044914
ENSDARG00000052712	1.07986867053276e-28	1.25140255378336	0.385	0.202	2.37236348229341e-24	14	ENSDARG00000052712
ENSDARG00000094557	1.1404595175929e-26	1.06233441278448	0.354	0.17	2.50547551419983e-22	14	ENSDARG00000094557
ENSDARG00000101074.1	5.50997492036229e-26	1.1695621236064	0.398	0.223	1.21048639025439e-21	14	ENSDARG00000101074
ENSDARG00000006840	2.43381886508554e-22	1.11674137224982	0.222	0.089	5.34685666470643e-18	14	ENSDARG00000006840
ENSDARG00000013561	2.0800863675628e-20	1.03603917843643	0.19	0.073	4.56974174089871e-16	14	ENSDARG00000013561
ENSDARG00000098589	1.63557022094287e-17	1.08100394278084	0.251	0.125	3.59318421838939e-13	14	ENSDARG00000098589
ENSDARG00000053485	2.55381357229527e-17	1.03188249857266	0.361	0.229	5.61047303697548e-13	14	ENSDARG00000053485
ENSDARG00000012405.8	8.82184505473899e-12	-1.26153970357501	0.074	0.223	1.93807114007561e-07	14	ENSDARG00000012405
ENSDARG00000027236.10	6.15291820032173e-05	-1.15548313330084	0.053	0.12	1	14	ENSDARG00000027236
ENSDARG00000045143.10	0.000230532410075171	-2.18855586071599	0.084	0.155	1	14	ENSDARG00000045143
ENSDARG00000087390.9	0.000234362093226041	-2.16940998055548	0.135	0.221	1	14	ENSDARG00000087390
ENSDARG00000079305.10	0.00281119108891124	-2.11969560129312	0.137	0.206	1	14	ENSDARG00000079305
ENSDARG00000115405.8	0.00456447094805204	-1.74092880393629	0.071	0.119	1	14	ENSDARG00000115405
ENSDARG00000041569.1	0	3.43886147325106	1	0.069	0	15	ENSDARG00000041569
ENSDARG00000056498.1	0	3.39537159047014	0.949	0.046	0	15	ENSDARG00000056498
ENSDARG00000016771.7	0	3.32777096091405	1	0.114	0	15	ENSDARG00000016771
ENSDARG00000076838.1	0	3.31838566747137	1	0.082	0	15	ENSDARG00000076838
ENSDARG00000090850.1	0	3.3169432101644	1	0.065	0	15	ENSDARG00000090850
ENSDARG00000099200.1	0	3.28286787148536	1	0.075	0	15	ENSDARG00000099200
ENSDARG00000092170.4	0	3.23614428368922	0.995	0.09	0	15	ENSDARG00000092170
ENSDARG00000053973.2	0	3.21449229543979	1	0.118	0	15	ENSDARG00000053973
ENSDARG00000090286.1	0	3.19232154682701	1	0.058	0	15	ENSDARG00000090286
ENSDARG00000040298.2	0	3.00699876157303	1	0.085	0	15	ENSDARG00000040298
ENSDARG00000100406.1	0	2.98307009700028	1	0.026	0	15	ENSDARG00000100406
ENSDARG00000078757	0	2.9708171803771	0.959	0.023	0	15	ENSDARG00000078757
ENSDARG00000018478.1	0	2.93052111357123	1	0.058	0	15	ENSDARG00000018478
ENSDARG00000037191.1	0	2.91373368266027	1	0.034	0	15	ENSDARG00000037191
ENSDARG00000037281.1	0	2.88127582699926	0.995	0.041	0	15	ENSDARG00000037281
ENSDARG00000093774.1	0	2.85172959638247	0.977	0.037	0	15	ENSDARG00000093774
ENSDARG00000090722.1	0	2.81628864476799	0.986	0.035	0	15	ENSDARG00000090722
ENSDARG00000068478.2	0	2.78972461063977	1	0.141	0	15	ENSDARG00000068478
ENSDARG00000079544.1	0	2.72915156535242	0.977	0.018	0	15	ENSDARG00000079544
ENSDARG00000095807.1	0	2.70328475841293	0.995	0.026	0	15	ENSDARG00000095807
ENSDARG00000012694.1	0	2.67197996688461	0.954	0.025	0	15	ENSDARG00000012694
ENSDARG00000089310.1	0	2.63554790302491	0.995	0.027	0	15	ENSDARG00000089310
ENSDARG00000016319.1	0	2.62743774417497	0.995	0.02	0	15	ENSDARG00000016319
ENSDARG00000004296.1	0	2.60508877290963	1	0.026	0	15	ENSDARG00000004296
ENSDARG00000022767.1	0	2.58432848595003	0.945	0.033	0	15	ENSDARG00000022767
ENSDARG00000007024.1	0	2.57841069990055	0.982	0.028	0	15	ENSDARG00000007024
ENSDARG00000092155.2	0	2.52034248907529	0.991	0.061	0	15	ENSDARG00000092155
ENSDARG00000008969.1	0	2.51374623867024	0.991	0.026	0	15	ENSDARG00000008969
ENSDARG00000095863.2	0	2.48620852691231	0.995	0.071	0	15	ENSDARG00000095863
ENSDARG00000042613.1	0	2.47011833306968	0.945	0.017	0	15	ENSDARG00000042613
ENSDARG00000029230.1	0	2.45530534905166	0.995	0.053	0	15	ENSDARG00000029230
ENSDARG00000099351.2	0	2.41109833345482	0.995	0.074	0	15	ENSDARG00000099351
ENSDARG00000042010.1	0	2.39561542842869	0.991	0.047	0	15	ENSDARG00000042010
ENSDARG00000102456.1	0	2.38339643155437	0.986	0.025	0	15	ENSDARG00000102456
ENSDARG00000018351.1	0	2.3586088586715	0.982	0.026	0	15	ENSDARG00000018351
ENSDARG00000019986.1	0	2.33719863383525	0.991	0.025	0	15	ENSDARG00000019986
ENSDARG00000013721.2	0	2.31245992112579	0.972	0.033	0	15	ENSDARG00000013721
ENSDARG00000052207	0	2.30413476861569	0.922	0.01	0	15	ENSDARG00000052207
ENSDARG00000033227.1	0	2.30296018981715	0.922	0.066	0	15	ENSDARG00000033227
ENSDARG00000038199.1	0	2.26552478005191	0.986	0.028	0	15	ENSDARG00000038199
ENSDARG00000042684.1	0	2.25780525494914	0.982	0.015	0	15	ENSDARG00000042684
ENSDARG00000036239.1	0	2.24517542851214	0.963	0.063	0	15	ENSDARG00000036239
ENSDARG00000023151.8	0	2.22692621547279	0.995	0.118	0	15	ENSDARG00000023151
ENSDARG00000104172.1	0	2.21519130720578	0.963	0.048	0	15	ENSDARG00000104172
ENSDARG00000041645.1	0	2.21132184764243	0.926	0.011	0	15	ENSDARG00000041645
ENSDARG00000020364.2	0	2.16745430187417	0.982	0.059	0	15	ENSDARG00000020364
ENSDARG00000010312.1	0	2.1631258596498	0.949	0.015	0	15	ENSDARG00000010312
ENSDARG00000036041.1	0	2.12470992242663	0.972	0.013	0	15	ENSDARG00000036041
ENSDARG00000020741.1	0	2.11903590500435	0.977	0.022	0	15	ENSDARG00000020741
ENSDARG00000079727.1	0	2.09661829363273	0.954	0.015	0	15	ENSDARG00000079727
ENSDARG00000061383.1	0	2.08185804245042	0.972	0.014	0	15	ENSDARG00000061383
ENSDARG00000041595.1	0	2.06067351853253	0.922	0.01	0	15	ENSDARG00000041595
ENSDARG00000013522.2	0	2.05885830182823	0.995	0.093	0	15	ENSDARG00000013522
ENSDARG00000023111.1	0	2.04620672216467	0.977	0.01	0	15	ENSDARG00000023111
ENSDARG00000035882.2	0	2.02146877810545	0.972	0.075	0	15	ENSDARG00000035882
ENSDARG00000100442.1	0	2.01462654421924	0.922	0.009	0	15	ENSDARG00000100442
ENSDARG00000076043.1	0	1.98467287562041	0.562	0.012	0	15	ENSDARG00000076043
ENSDARG00000039605.1	0	1.94380116124686	0.982	0.059	0	15	ENSDARG00000039605
ENSDARG00000042780	0	1.92876502312395	0.894	0.008	0	15	ENSDARG00000042780
ENSDARG00000021172.1	0	1.92832557002139	0.954	0.067	0	15	ENSDARG00000021172
ENSDARG00000079589.1	0	1.9130541933713	0.558	0.01	0	15	ENSDARG00000079589
ENSDARG00000056314	0	1.89796501176652	0.959	0.006	0	15	ENSDARG00000056314
ENSDARG00000012194.1	0	1.89393087505022	0.982	0.046	0	15	ENSDARG00000012194
ENSDARG00000052099.1	0	1.88569353593909	0.972	0.016	0	15	ENSDARG00000052099
ENSDARG00000102175.2	0	1.87087374200946	0.931	0.078	0	15	ENSDARG00000102175
ENSDARG00000022372.1	0	1.85130295475936	0.945	0.016	0	15	ENSDARG00000022372
ENSDARG00000036833.1	0	1.82487051793061	0.922	0.011	0	15	ENSDARG00000036833
ENSDARG00000006526.1	0	1.82045083683267	0.908	0.06	0	15	ENSDARG00000006526
ENSDARG00000055278.1	0	1.81637403290791	0.931	0.011	0	15	ENSDARG00000055278
ENSDARG00000100952	0	1.81288415660889	0.912	0.032	0	15	ENSDARG00000100952
ENSDARG00000023176.1	0	1.80704361863965	0.949	0.012	0	15	ENSDARG00000023176
ENSDARG00000018149	0	1.8059054755992	0.922	0.045	0	15	ENSDARG00000018149
ENSDARG00000103277	0	1.7696653363681	0.811	0.023	0	15	ENSDARG00000103277
ENSDARG00000070078	0	1.74965759921699	0.885	0.004	0	15	ENSDARG00000070078
ENSDARG00000001818	0	1.7488312447535	0.866	0.004	0	15	ENSDARG00000001818
ENSDARG00000076448.1	0	1.72978661492237	0.931	0.009	0	15	ENSDARG00000076448
ENSDARG00000024160.1	0	1.71665930070238	0.977	0.012	0	15	ENSDARG00000024160
ENSDARG00000078918	0	1.69425316569816	0.935	0.007	0	15	ENSDARG00000078918
ENSDARG00000042428.1	0	1.68400794530234	0.954	0.079	0	15	ENSDARG00000042428
ENSDARG00000104329.1	0	1.67976679549455	0.935	0.011	0	15	ENSDARG00000104329
ENSDARG00000054319	0	1.67143942148239	0.931	0.008	0	15	ENSDARG00000054319
ENSDARG00000002986.1	0	1.66748137251989	0.931	0.018	0	15	ENSDARG00000002986
ENSDARG00000104702	0	1.647511003495	0.94	0.053	0	15	ENSDARG00000104702
ENSDARG00000003523.1	0	1.60488950028864	0.673	0.015	0	15	ENSDARG00000003523
ENSDARG00000086654.1	0	1.60294683518894	0.728	0.013	0	15	ENSDARG00000086654
ENSDARG00000071429.1	0	1.60172432434706	0.945	0.01	0	15	ENSDARG00000071429
ENSDARG00000051912	0	1.56681913214271	0.806	0.01	0	15	ENSDARG00000051912
ENSDARG00000099633	0	1.55244287641529	0.912	0.008	0	15	ENSDARG00000099633
ENSDARG00000067851	0	1.55090719173686	0.935	0.01	0	15	ENSDARG00000067851
ENSDARG00000069375	0	1.54940071799566	0.811	0.005	0	15	ENSDARG00000069375
ENSDARG00000006220.1	0	1.52497666573049	0.903	0.026	0	15	ENSDARG00000006220
ENSDARG00000069752.1	0	1.51507218186557	0.945	0.067	0	15	ENSDARG00000069752
ENSDARG00000090943	0	1.50379474406986	0.903	0.008	0	15	ENSDARG00000090943
ENSDARG00000100719	0	1.49692459910854	0.894	0.022	0	15	ENSDARG00000100719
ENSDARG00000038666	0	1.49604051367343	0.848	0.031	0	15	ENSDARG00000038666
ENSDARG00000087359	0	1.49278334726893	0.788	0.003	0	15	ENSDARG00000087359
ENSDARG00000019492.1	0	1.47656303519213	0.931	0.007	0	15	ENSDARG00000019492
ENSDARG00000052470	0	1.47188369181033	0.922	0.024	0	15	ENSDARG00000052470
ENSDARG00000087143.1	0	1.46011427066402	0.581	0.008	0	15	ENSDARG00000087143
ENSDARG00000043180.1	0	1.44799593825819	0.926	0.032	0	15	ENSDARG00000043180
ENSDARG00000032098	0	1.44118182079417	0.922	0.008	0	15	ENSDARG00000032098
ENSDARG00000105528	0	1.43408921628023	0.839	0.005	0	15	ENSDARG00000105528
ENSDARG00000006840.1	0	1.43139113988789	0.959	0.082	0	15	ENSDARG00000006840
ENSDARG00000069293	0	1.42013913990524	0.871	0.006	0	15	ENSDARG00000069293
ENSDARG00000045516	0	1.41367227660628	0.922	0.005	0	15	ENSDARG00000045516
ENSDARG00000077004	0	1.40650576630333	0.894	0.031	0	15	ENSDARG00000077004
ENSDARG00000023157	0	1.40525346243458	0.889	0.005	0	15	ENSDARG00000023157
ENSDARG00000053831	0	1.39553068074867	0.894	0.007	0	15	ENSDARG00000053831
ENSDARG00000045888	0	1.38660340379981	0.954	0.106	0	15	ENSDARG00000045888
ENSDARG00000075015	0	1.38190552830008	0.871	0.063	0	15	ENSDARG00000075015
ENSDARG00000057498	0	1.37715902556725	0.908	0.004	0	15	ENSDARG00000057498
ENSDARG00000042953	0	1.37634936190703	0.931	0.082	0	15	ENSDARG00000042953
ENSDARG00000103785.1	0	1.36720833408327	0.917	0.018	0	15	ENSDARG00000103785
ENSDARG00000055705	0	1.36479674032079	0.848	0.006	0	15	ENSDARG00000055705
ENSDARG00000020956	0	1.36428339506978	0.876	0.043	0	15	ENSDARG00000020956
ENSDARG00000104108	0	1.36260386754154	0.866	0.008	0	15	ENSDARG00000104108
ENSDARG00000010267	0	1.35435336623247	0.894	0.008	0	15	ENSDARG00000010267
ENSDARG00000076386.2	0	1.34849877295109	0.968	0.068	0	15	ENSDARG00000076386
ENSDARG00000052734	0	1.34386313959936	0.673	0.021	0	15	ENSDARG00000052734
ENSDARG00000055036	0	1.31952781285502	0.843	0.003	0	15	ENSDARG00000055036
ENSDARG00000102076	0	1.31612761188677	0.903	0.104	0	15	ENSDARG00000102076
ENSDARG00000070960	0	1.31443852689622	0.857	0.003	0	15	ENSDARG00000070960
ENSDARG00000016412	0	1.28419978364777	0.88	0.007	0	15	ENSDARG00000016412
ENSDARG00000039517	0	1.26739290041905	0.862	0.003	0	15	ENSDARG00000039517
ENSDARG00000041685	0	1.25951710614259	0.853	0.004	0	15	ENSDARG00000041685
ENSDARG00000030872	0	1.25910669575388	0.843	0.004	0	15	ENSDARG00000030872
ENSDARG00000026764	0	1.25657009289186	0.733	0.004	0	15	ENSDARG00000026764
ENSDARG00000002197	0	1.25113886961038	0.908	0.007	0	15	ENSDARG00000002197
ENSDARG00000015662	0	1.24471180573473	0.889	0.014	0	15	ENSDARG00000015662
ENSDARG00000043279.1	0	1.24258807631254	0.931	0.031	0	15	ENSDARG00000043279
ENSDARG00000021004	0	1.24151060260834	0.843	0.003	0	15	ENSDARG00000021004
ENSDARG00000045230.1	0	1.23909821067242	0.945	0.072	0	15	ENSDARG00000045230
